Purchase Order ID,Dept  Code,Dept Name,Vendor Number,Vendor Name,Commodity Title,Post Date,Total,Vendor Zip
DPPT10003816,DPT,PUBLIC TRANSPORTATION,66745,S & S SUPPLIES & SOLUTIONS,"PERSONAL HYGIENE & GROOMING; SOAPS, CLEANERS, COND",02/19/2010 08:00:00 AM +0000,$1560.90,94553
DPPT10003814,DPT,PUBLIC TRANSPORTATION,45273,T & S TRADING & ENTERPRISE CO,"REPAIR;MINI COMPUTER HARDWARE/SOFTWARE,AS-NEEDED",02/19/2010 08:00:00 AM +0000,$6600.00,94122
DPPT10003813,DPT,PUBLIC TRANSPORTATION,4098,CALTOOL INDUSTRIAL SUPPLY,HAND TOOLS,02/19/2010 08:00:00 AM +0000,$1991.18,945770000
DPPT10003812,DPT,PUBLIC TRANSPORTATION,45273,T & S TRADING & ENTERPRISE CO,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/19/2010 08:00:00 AM +0000,$3777.75,94122
DPPT10003811,DPT,PUBLIC TRANSPORTATION,10718,KNORR BRAKE CORP,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/19/2010 08:00:00 AM +0000,$6667.46,945870000
DPPT10003810,DPT,PUBLIC TRANSPORTATION,45662,FALCON INDUSTRIAL SUPPLY,"HOOD, PROTECTIVE, PBI, CHEMICAL RESISTANT, .......",02/19/2010 08:00:00 AM +0000,$2258.99,94014
DPPT10003809,DPT,PUBLIC TRANSPORTATION,78306,H3 SUPPLIES,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/19/2010 08:00:00 AM +0000,$984.41,94066
DPPT10003808,DPT,PUBLIC TRANSPORTATION,45273,T & S TRADING & ENTERPRISE CO,IRON CASTINGS; FABRICATED METAL PRDTS ............,02/19/2010 08:00:00 AM +0000,$1685.87,94122
DPPT10003806,DPT,PUBLIC TRANSPORTATION,67110,BRENTON SAFETY SOLUTIONS DIV OF MALLORY,"WORK UNIFORMS, RAIN GEAR, GLOVES, FOOTWEAR, ... F/",02/19/2010 08:00:00 AM +0000,$2292.90,98632
DPPT10003804,DPT,PUBLIC TRANSPORTATION,16468,SANTORA SALES,"JANITORIAL SUPPL, CONSUMABLES; DUSTING, MOPPING, S",02/19/2010 08:00:00 AM +0000,$284.48,941102403
DPPT10003803,DPT,PUBLIC TRANSPORTATION,5908,CUMMINS-WEST INC,"AIR CLEANER FILTER ELEMENT, ENG INTAKE .. L-F#LAF9",02/19/2010 08:00:00 AM +0000,$8818.96,945776779
DPPT10003802,DPT,PUBLIC TRANSPORTATION,3140,BEARING ENGINEERING CO,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/18/2010 08:00:00 AM +0000,$428.70,945771109
DPPT10003801,DPT,PUBLIC TRANSPORTATION,52767,BATTERY SYSTEMS INC,"BATTERIES, DRY CELL, GENERAL PURPOSE",02/18/2010 08:00:00 AM +0000,$703.08,94124
DPPT10003800,DPT,PUBLIC TRANSPORTATION,16765,SELECTIVE TRANSIT PARTS,ELECTRIC TRANSIT VEHICLE PARTS,02/23/2010 08:00:00 AM +0000,$9198.00,940704130
DPPT10003798,DPT,PUBLIC TRANSPORTATION,12944,MUNCIE RECLAMATION AND SUPPLY CO INC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/18/2010 08:00:00 AM +0000,$1922.14,473025757
DPPT10003797,DPT,PUBLIC TRANSPORTATION,22271,VEHICLE MAINTENANCE PROGRAM INC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/18/2010 08:00:00 AM +0000,$9696.25,334310000
DPPT10003796,DPT,PUBLIC TRANSPORTATION,12944,MUNCIE RECLAMATION AND SUPPLY CO INC,"DIESEL TRANSIT VEHICLE EQPT, PARTS, MATLS & SUPPL",02/18/2010 08:00:00 AM +0000,$4214.00,473025757
DPPT10003795,DPT,PUBLIC TRANSPORTATION,43159,NORTH AMERICAN BUS INDUSTRIES INC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/18/2010 08:00:00 AM +0000,$903.74,36207
DPPT10003794,DPT,PUBLIC TRANSPORTATION,75084,NEOPART LLC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/18/2010 08:00:00 AM +0000,$7710.64,19178
DPPT10003793,DPT,PUBLIC TRANSPORTATION,66034,PRIORITY ARCHITECTURAL GRAPHICS,"FLAGS, BANNERS & SUPPL",02/23/2010 08:00:00 AM +0000,$3055.05,94124
DPPT10003792,DPT,PUBLIC TRANSPORTATION,14508,J R PETERS CO INC,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",02/23/2010 08:00:00 AM +0000,$271.07,941072332
DPPT10003791,DPT,PUBLIC TRANSPORTATION,51832,BEARING AGENCIES INC,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",02/23/2010 08:00:00 AM +0000,$3422.75,941034003
DPPT10003790,DPT,PUBLIC TRANSPORTATION,66745,S & S SUPPLIES & SOLUTIONS,AUTOMOTIVE/INDUSTRIAL ADHESIVE/CEMENT/EPOXY/GLUE/S,02/18/2010 08:00:00 AM +0000,$156.37,94553
DPPT10003789,DPT,PUBLIC TRANSPORTATION,8549,GRAINGER,"""MAKITA OUTDOOR"" ELECT POWER TOOLS, PROF GR",02/18/2010 08:00:00 AM +0000,$990.58,600380001
DPPT10003788,DPT,PUBLIC TRANSPORTATION,75084,NEOPART LLC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/18/2010 08:00:00 AM +0000,$1269.06,19178
DPPT10003787,DPT,PUBLIC TRANSPORTATION,66471,WESTWIND TRADING CO,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/18/2010 08:00:00 AM +0000,$2354.07,94577
DPPT10003786,DPT,PUBLIC TRANSPORTATION,3935,DAIMLER BUSES NORTH AMERICA INC,CHARGE;LABOR,02/18/2010 08:00:00 AM +0000,$530.90,606731273
DPPT10003785,DPT,PUBLIC TRANSPORTATION,12944,MUNCIE RECLAMATION AND SUPPLY CO INC,"HYBRID TRANSIT VEHICLE EQPT, PARTS, MATLS & SUPPL",02/18/2010 08:00:00 AM +0000,$9414.81,473025757
DPPT10003784,DPT,PUBLIC TRANSPORTATION,66471,WESTWIND TRADING CO,CHARGE;DELIVERY/FREIGHT/SHIPPING,02/18/2010 08:00:00 AM +0000,$987.36,94577
DPPT10003783,DPT,PUBLIC TRANSPORTATION,44082,ONYX DISTRIBUTION INC,"DIESEL TRANSIT VEHICLE EQPT, PARTS, MATLS & SUPPL",02/18/2010 08:00:00 AM +0000,$4483.37,90248
DPPT10003782,DPT,PUBLIC TRANSPORTATION,43159,NORTH AMERICAN BUS INDUSTRIES INC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/18/2010 08:00:00 AM +0000,$1626.73,36207
DPPT10003781,DPT,PUBLIC TRANSPORTATION,5908,CUMMINS-WEST INC,"HYBRID TRANSIT VEHICLE EQPT, PARTS, MATLS & SUPPL",02/18/2010 08:00:00 AM +0000,$5940.33,945776779
DPPT10003780,DPT,PUBLIC TRANSPORTATION,22271,VEHICLE MAINTENANCE PROGRAM INC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/18/2010 08:00:00 AM +0000,$9696.25,334310000
DPPT10003779,DPT,PUBLIC TRANSPORTATION,78306,H3 SUPPLIES,MATERIALS HANDLING EQPT & SUPPL INCLUDING MAINT/RE,02/18/2010 08:00:00 AM +0000,$2567.58,94066
DPPT10003778,DPT,PUBLIC TRANSPORTATION,67110,BRENTON SAFETY SOLUTIONS DIV OF MALLORY,"WORK UNIFORMS, RAIN GEAR, GLOVES, FOOTWEAR, ... F/",02/17/2010 08:00:00 AM +0000,$4757.83,98632
DPPT10003776,DPT,PUBLIC TRANSPORTATION,75084,NEOPART LLC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/17/2010 08:00:00 AM +0000,$5603.03,19178
DPPT10003775,DPT,PUBLIC TRANSPORTATION,36342,PACIFIC AUTOMOTIVE CO,"AUTOMOTIVE & MARINE BATTERIES/CHARGERS, WET CELL .",02/17/2010 08:00:00 AM +0000,$708.57,941033923
DPPT10003771,DPT,PUBLIC TRANSPORTATION,78306,H3 SUPPLIES,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/17/2010 08:00:00 AM +0000,$1697.25,94066
DPPT10003770,DPT,PUBLIC TRANSPORTATION,43159,NORTH AMERICAN BUS INDUSTRIES INC,"ELECTRIC TRANSIT VEHICLE EQPT, PARTS, MATLS & SUPP",02/17/2010 08:00:00 AM +0000,$1346.85,36207
DPPT10003769,DPT,PUBLIC TRANSPORTATION,16765,SELECTIVE TRANSIT PARTS,"ELECTRIC TRANSIT VEHICLE EQPT, PARTS, MATLS & SUPP",02/17/2010 08:00:00 AM +0000,$9198.00,940704130
DPPT10003768,DPT,PUBLIC TRANSPORTATION,29841,CALIFORNIA CASTINGS INC,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/17/2010 08:00:00 AM +0000,$3164.56,948040000
DPPT10003766,DPT,PUBLIC TRANSPORTATION,8549,GRAINGER,HAND TOOLS,03/11/2010 08:00:00 AM +0000,$1712.33,600380001
DPPT10003764,DPT,PUBLIC TRANSPORTATION,5511,CONDON & SONS LUMBER CO.,"LUMBER, ALL TYPES, SIZES & FINISHES, TREATED & UNT",02/17/2010 08:00:00 AM +0000,$5365.50,940110265
DPPT10003763,DPT,PUBLIC TRANSPORTATION,66745,S & S SUPPLIES & SOLUTIONS,"EMERGENCY;MRE,MEAL-READY-TO-EAT",02/17/2010 08:00:00 AM +0000,$299.55,94553
DPPT10003762,DPT,PUBLIC TRANSPORTATION,1719,ALLIED ROPES CO,"ROPE, SAFETY, HIGHWAY, CHP, 1/2"" DIA.BLACK & ORANG",02/17/2010 08:00:00 AM +0000,$176.73,940051003
DPPT10003761,DPT,PUBLIC TRANSPORTATION,19711,WEST COAST CONTRACTORS SERVICES,CHARGE;LABOR,02/17/2010 08:00:00 AM +0000,$177.82,941034385
DPPT10003760,DPT,PUBLIC TRANSPORTATION,8985,HARRISON & BONINI INC,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",02/17/2010 08:00:00 AM +0000,$1730.85,941034525
DPPT10003759,DPT,PUBLIC TRANSPORTATION,16468,SANTORA SALES,"JANITORIAL SUPPL, CONSUMABLES; NON-CONTRACTED ITEM",02/17/2010 08:00:00 AM +0000,$2982.58,941102403
DPPT10003758,DPT,PUBLIC TRANSPORTATION,2265,APPLIED AIR FILTERS,HVAC;FILTER & FILTER MEDIA,02/25/2010 08:00:00 AM +0000,$9550.66,94538
DPPT10003757,DPT,PUBLIC TRANSPORTATION,60209,BRYANT TRANSMISSION CENTER,CHARGE;LABOR,02/17/2010 08:00:00 AM +0000,$2831.62,94107
DPPT10003756,DPT,PUBLIC TRANSPORTATION,33255,UTILITY AERIAL INC,CHARGE;LABOR,02/16/2010 08:00:00 AM +0000,$6162.60,94564
DPPT10003755,DPT,PUBLIC TRANSPORTATION,36342,PACIFIC AUTOMOTIVE CO,OEM AUTOMOTIVE & MOTOR-DRIVEN EQPT & PARTS,02/16/2010 08:00:00 AM +0000,$887.25,941033923
DPPT10003754,DPT,PUBLIC TRANSPORTATION,3935,DAIMLER BUSES NORTH AMERICA INC,"HYBRID TRANSIT VEHICLE EQPT, PARTS, MATLS & SUPPL",02/16/2010 08:00:00 AM +0000,$1218.57,606731273
DPPT10003753,DPT,PUBLIC TRANSPORTATION,7551,FIRST AUTOMOTIVE DISTRIBUTORS,"AUTO-OIL,ENGINE,DIESEL,15W40,BULK=>1400GL ........",02/16/2010 08:00:00 AM +0000,$5378.64,940806807
DPPT10003752,DPT,PUBLIC TRANSPORTATION,45273,T & S TRADING & ENTERPRISE CO,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/16/2010 08:00:00 AM +0000,$9997.35,94122
DPPT10003750,DPT,PUBLIC TRANSPORTATION,45662,FALCON INDUSTRIAL SUPPLY,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/16/2010 08:00:00 AM +0000,$9609.72,94014
DPPT10003749,DPT,PUBLIC TRANSPORTATION,4098,CALTOOL INDUSTRIAL SUPPLY,HAND TOOLS,02/18/2010 08:00:00 AM +0000,$136.26,945770000
DPPT10003748,DPT,PUBLIC TRANSPORTATION,19363,VINCENT ELECTRIC MOTOR CO INC,CHARGE;DELIVERY/FREIGHT/SHIPPING,02/17/2010 08:00:00 AM +0000,$86.45,94621
DPPT10003747,DPT,PUBLIC TRANSPORTATION,78306,H3 SUPPLIES,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/16/2010 08:00:00 AM +0000,$2114.45,94066
DPPT10003746,DPT,PUBLIC TRANSPORTATION,45273,T & S TRADING & ENTERPRISE CO,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/16/2010 08:00:00 AM +0000,$8441.36,94122
DPPT10003745,DPT,PUBLIC TRANSPORTATION,20850,CITY PAINTS,"PAINTING TOOLS, EQPT, MACHINERY, ACCESS & SUPPL, .",02/16/2010 08:00:00 AM +0000,$189.87,941030000
DPPT10003744,DPT,PUBLIC TRANSPORTATION,45273,T & S TRADING & ENTERPRISE CO,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/16/2010 08:00:00 AM +0000,$9997.35,94122
DPPT10003743,DPT,PUBLIC TRANSPORTATION,49276,WILLIAMS MFG,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/16/2010 08:00:00 AM +0000,$9032.77,94070
DPPT10003742,DPT,PUBLIC TRANSPORTATION,43640,VALLEY RUBBER & GASKET OF NORTH BAY INC,CHARGE;DELIVERY/FREIGHT/SHIPPING,02/16/2010 08:00:00 AM +0000,$2504.00,95827
DPPT10003741,DPT,PUBLIC TRANSPORTATION,5048,LARTOM INC/DBA CITY AUTO SUPPLY,OEM AUTOMOTIVE & MOTOR-DRIVEN EQPT & PARTS,02/16/2010 08:00:00 AM +0000,$1565.98,940800000
DPPT10003740,DPT,PUBLIC TRANSPORTATION,5511,CONDON & SONS LUMBER CO.,"LUMBER, ALL TYPES, SIZES & FINISHES, TREATED & UNT",02/16/2010 08:00:00 AM +0000,$6789.00,940110265
DPPT10003739,DPT,PUBLIC TRANSPORTATION,45273,T & S TRADING & ENTERPRISE CO,"CONCRETE, CEMENT, MORTAR, GROUT, ..., ADMIXTURE; D",02/16/2010 08:00:00 AM +0000,$8012.97,94122
DPPT10003738,DPT,PUBLIC TRANSPORTATION,8985,HARRISON & BONINI INC,"""MAKITA OUTDOOR"" ELECT POWER TOOLS, PROF GR",02/16/2010 08:00:00 AM +0000,$3470.54,941034525
DPPT10003737,DPT,PUBLIC TRANSPORTATION,36342,PACIFIC AUTOMOTIVE CO,"BATTERIES/CHARGERS, DRY/WET CELLS",02/16/2010 08:00:00 AM +0000,$429.52,941033923
DPPT10003736,DPT,PUBLIC TRANSPORTATION,79195,LEHR AUTO ELECTRIC STOMMEL INC,OEM AUTOMOTIVE & MOTOR-DRIVEN EQPT & PARTS,02/16/2010 08:00:00 AM +0000,$2093.64,95834
DPPT10003734,DPT,PUBLIC TRANSPORTATION,19711,WEST COAST CONTRACTORS SERVICES,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",02/16/2010 08:00:00 AM +0000,$114.47,941034385
DPPT10003733,DPT,PUBLIC TRANSPORTATION,7551,FIRST AUTOMOTIVE DISTRIBUTORS,"AUTOMOTIVE/INDUSTRIAL LUBRICANT/FLUID, ...........",02/16/2010 08:00:00 AM +0000,$3291.96,940806807
DPPT10003732,DPT,PUBLIC TRANSPORTATION,10402,KAHN & KEVILLE INC,"CHARGE, EXTRA-ORDINARY FEES/TAXES",02/12/2010 08:00:00 AM +0000,$1556.00,941023394
DPPT10003730,DPT,PUBLIC TRANSPORTATION,75084,NEOPART LLC,"DIESEL TRANSIT VEHICLE EQPT, PARTS, MATLS & SUPPL",02/17/2010 08:00:00 AM +0000,$6537.66,19178
DPPT10003729,DPT,PUBLIC TRANSPORTATION,8985,HARRISON & BONINI INC,"""MAKITA OUTDOOR"" ELECT POWER TOOLS, PROF GR",02/12/2010 08:00:00 AM +0000,$693.73,941034525
DPPT10003728,DPT,PUBLIC TRANSPORTATION,91284,PACIFIC AUXILIARY FIRE ALARM CO,"FIRE DETECTION & ALARM SYS, EQPT, PARTS, MATLS & S",02/12/2010 08:00:00 AM +0000,$5995.30,941241903
DPPT10003727,DPT,PUBLIC TRANSPORTATION,75617,STA CLEAN PRODUCTS,AUTOMOTIVE/INDUSTRIAL CLEANER/REMOVER/SOLVENT ....,02/12/2010 08:00:00 AM +0000,$9657.90,93307
DPPT10003726,DPT,PUBLIC TRANSPORTATION,15977,ROYAL BRASS INC,AUTOMOTIVE/INDUSTRIAL ADHESIVE/CEMENT/EPOXY/GLUE/S,02/12/2010 08:00:00 AM +0000,$600.94,95112
DPPT10003725,DPT,PUBLIC TRANSPORTATION,20850,CITY PAINTS,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",02/12/2010 08:00:00 AM +0000,$131.40,941030000
DPPT10003724,DPT,PUBLIC TRANSPORTATION,70894,NEW FLYER INDUSTRIES CANADA ULC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/12/2010 08:00:00 AM +0000,$214.84,R2C3T4
DPPT10003723,DPT,PUBLIC TRANSPORTATION,43159,NORTH AMERICAN BUS INDUSTRIES INC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/12/2010 08:00:00 AM +0000,$939.17,36207
DPPT10003722,DPT,PUBLIC TRANSPORTATION,75084,NEOPART LLC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/12/2010 08:00:00 AM +0000,$4583.74,19178
DPPT10003721,DPT,PUBLIC TRANSPORTATION,53230,INGMIRE CO,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/12/2010 08:00:00 AM +0000,$1479.57,92054
DPPT10003720,DPT,PUBLIC TRANSPORTATION,3935,DAIMLER BUSES NORTH AMERICA INC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/12/2010 08:00:00 AM +0000,$1815.83,606731273
DPPT10003719,DPT,PUBLIC TRANSPORTATION,70266,PREVOST CAR (US) INC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/12/2010 08:00:00 AM +0000,$3432.81,7080
DPPT10003718,DPT,PUBLIC TRANSPORTATION,45541,R & M PARTS,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",02/12/2010 08:00:00 AM +0000,$4162.97,928210000
DPPT10003717,DPT,PUBLIC TRANSPORTATION,3140,BEARING ENGINEERING CO,BEARING/OIL SEAL ......................... MFG'S P,02/12/2010 08:00:00 AM +0000,$440.25,945771109
DPPT10003716,DPT,PUBLIC TRANSPORTATION,16468,SANTORA SALES,"""FLO-PAC"" JANITORIAL PRODUCTS, ...... MFG'S PRICE",02/12/2010 08:00:00 AM +0000,$265.89,941102403
DPPT10003715,DPT,PUBLIC TRANSPORTATION,27914,CHARLES OGLE TOOLING,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/12/2010 08:00:00 AM +0000,$1861.50,940250000
DPPT10003714,DPT,PUBLIC TRANSPORTATION,8549,GRAINGER,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",02/12/2010 08:00:00 AM +0000,$5518.42,600380001
DPPT10003713,DPT,PUBLIC TRANSPORTATION,8549,GRAINGER,"HAND CARTS, DOLLIES & TRUCKS; MATLS HANDLING EQPT",02/12/2010 08:00:00 AM +0000,$723.36,600380001
DPPT10003712,DPT,PUBLIC TRANSPORTATION,21416,BAY AREA BARRICADE SERVICES INC,"SAFETY CONES, PUBLIC SAFETY",02/12/2010 08:00:00 AM +0000,$2979.01,945201089
DPPT10003711,DPT,PUBLIC TRANSPORTATION,45662,FALCON INDUSTRIAL SUPPLY,CHARGE;DELIVERY/FREIGHT/SHIPPING,02/12/2010 08:00:00 AM +0000,$6348.11,94014
DPPT10003710,DPT,PUBLIC TRANSPORTATION,4532,CARPENTER RIGGING & SUPPLY CO INC,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",02/12/2010 08:00:00 AM +0000,$2608.09,941241028
DPPT10003709,DPT,PUBLIC TRANSPORTATION,75084,NEOPART LLC,"DIESEL TRANSIT VEHICLE EQPT, PARTS, MATLS & SUPPL",02/12/2010 08:00:00 AM +0000,$2095.50,19178
DPPT10003708,DPT,PUBLIC TRANSPORTATION,11714,MALTBY ELECTRIC SUPPLY CO INC,"ELECTRONIC COMPONENTS, PARTS & SUPPL",02/12/2010 08:00:00 AM +0000,$2051.50,941034092
DPPT10003707,DPT,PUBLIC TRANSPORTATION,16765,SELECTIVE TRANSIT PARTS,"ELECTRIC TRANSIT VEHICLE EQPT, PARTS, MATLS & SUPP",02/11/2010 08:00:00 AM +0000,$1084.05,940704130
DPPT10003706,DPT,PUBLIC TRANSPORTATION,8549,GRAINGER,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",02/12/2010 08:00:00 AM +0000,$676.55,600380001
DPPT10003705,DPT,PUBLIC TRANSPORTATION,50475,SAN MATEO ELECTRONIC SUPPLY,"ELECTRONIC COMPONENTS, PARTS & SUPPL",02/11/2010 08:00:00 AM +0000,$1905.30,94403
DPPT10003704,DPT,PUBLIC TRANSPORTATION,5908,CUMMINS-WEST INC,FEE; LICENSING/PERMIT/MEMBERSHIP/REGISTRATION,02/11/2010 08:00:00 AM +0000,$451.69,945776779
DPPT10003703,DPT,PUBLIC TRANSPORTATION,78306,H3 SUPPLIES,"DIESEL TRANSIT VEHICLE EQPT, PARTS, MATLS & SUPPL",02/11/2010 08:00:00 AM +0000,$5343.60,94066
DPPT10003702,DPT,PUBLIC TRANSPORTATION,38410,J S WILLIAMS PAINT CO,"ACRYLIC PAINT, EXTERIOR, SEMI-GLOSS, WHITE & STOCK",02/11/2010 08:00:00 AM +0000,$1592.83,941240000
DPPT10003701,DPT,PUBLIC TRANSPORTATION,49632,PENINSULA COLOR SERVICE LLC,"PAINTS, PRIMERS, STAINS, VARNISHES, THINNERS",02/11/2010 08:00:00 AM +0000,$2028.16,94080
DPPT10003700,DPT,PUBLIC TRANSPORTATION,45273,T & S TRADING & ENTERPRISE CO,"ELECTRONIC COMPONENTS, PARTS & SUPPL",02/18/2010 08:00:00 AM +0000,$6932.23,94122
DPPT10003699,DPT,PUBLIC TRANSPORTATION,20850,CITY PAINTS,AUTOMOTIVE/INDUSTRIAL ADHESIVE/CEMENT/EPOXY/GLUE/S,02/11/2010 08:00:00 AM +0000,$363.06,941030000
DPPT10003698,DPT,PUBLIC TRANSPORTATION,3140,BEARING ENGINEERING CO,BEARING/OIL SEAL ......................... MFG'S P,02/12/2010 08:00:00 AM +0000,$9083.03,945771109
DPPT10003697,DPT,PUBLIC TRANSPORTATION,50475,SAN MATEO ELECTRONIC SUPPLY,AMP; ELECTRONIC PARTS & SUPPL ....................,02/11/2010 08:00:00 AM +0000,$1231.90,94403
DPPT10003696,DPT,PUBLIC TRANSPORTATION,8015,GALES CREEK ENTERPRISES OF OREGON LTD,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/11/2010 08:00:00 AM +0000,$236.52,973026126
DPPT10003695,DPT,PUBLIC TRANSPORTATION,70894,NEW FLYER INDUSTRIES CANADA ULC,"ELECTRIC TRANSIT VEHICLE EQPT, PARTS, MATLS & SUPP",02/11/2010 08:00:00 AM +0000,$331.79,R2C3T4
DPPT10003694,DPT,PUBLIC TRANSPORTATION,51249,PAPILLON PRODUCTS LLC,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/11/2010 08:00:00 AM +0000,$523.03,920093035
DPPT10003692,DPT,PUBLIC TRANSPORTATION,4460,CARBONE OF AMERICA,CHARGE;DELIVERY/FREIGHT/SHIPPING,02/12/2010 08:00:00 AM +0000,$1690.92,191706385
DPPT10003691,DPT,PUBLIC TRANSPORTATION,27914,CHARLES OGLE TOOLING,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/11/2010 08:00:00 AM +0000,$3766.80,940250000
DPPT10003690,DPT,PUBLIC TRANSPORTATION,40315,AIRGAS NORTHERN CA & NV INC,"PPE;JACKET/VEST, SAFETY",02/11/2010 08:00:00 AM +0000,$321.93,95407
DPPT10003689,DPT,PUBLIC TRANSPORTATION,45273,T & S TRADING & ENTERPRISE CO,"LIGHT RAIL TRANSIT VEHICLE EQPT, PARTS, MATLS & SU",02/11/2010 08:00:00 AM +0000,$4117.20,94122
DPPT10003688,DPT,PUBLIC TRANSPORTATION,45662,FALCON INDUSTRIAL SUPPLY,AUTOMOTIVE/INDUSTRIAL ADHESIVE/CEMENT/EPOXY/GLUE/S,02/11/2010 08:00:00 AM +0000,$2627.00,94014
DPPT10003687,DPT,PUBLIC TRANSPORTATION,47366,B & B DIVERSIFIED MATERIALS,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",02/16/2010 08:00:00 AM +0000,$4748.14,97707
DPPT10003686,DPT,PUBLIC TRANSPORTATION,45273,T & S TRADING & ENTERPRISE CO,"FURNITURE-CABINET,STORAGE/WARDROBE",02/16/2010 08:00:00 AM +0000,$3612.50,94122
DPPT10005463,DPT,PUBLIC TRANSPORTATION,29405,WILMES COMPANY INC,"PRINTING; DECALS, LABELS & STICKERS",06/29/2010 07:00:00 AM +0000,$1204.50,941120000
DPPT10005460,DPT,PUBLIC TRANSPORTATION,5908,CUMMINS-WEST INC,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",06/29/2010 07:00:00 AM +0000,$1019.93,945776779
DPPT10005459,DPT,PUBLIC TRANSPORTATION,8985,HARRISON & BONINI INC,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",06/29/2010 07:00:00 AM +0000,$324.86,941034525
DPPT10005458,DPT,PUBLIC TRANSPORTATION,65831,WINZER CORP,"ELECTRICAL MATERIALS, SUPPLIES & FIXTURES",06/29/2010 07:00:00 AM +0000,$168.33,752671482
DPPT10005457,DPT,PUBLIC TRANSPORTATION,45541,R & M PARTS,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",06/29/2010 07:00:00 AM +0000,$781.83,928210000
DPPT10005456,DPT,PUBLIC TRANSPORTATION,10670,KIRK'S AUTOMOTIVE INC,"DIESEL TRANSIT VEHICLE EQPT, PARTS, MATLS & SUPPL",06/29/2010 07:00:00 AM +0000,$578.16,482672015
DPPT10005455,DPT,PUBLIC TRANSPORTATION,34155,TRUCK-TRAILER TRANSIT,"COMMON DIESEL & ELECTRIC TRANSIT VEHICLE EQPT, PAR",06/29/2010 07:00:00 AM +0000,$7631.06,60674
DPPT10005454,DPT,PUBLIC TRANSPORTATION,74459,WELLS TECHNOLOGY INC,CHARGE;LABOR,06/29/2010 07:00:00 AM +0000,$595.75,55987
DPPT10005453,DPT,PUBLIC TRANSPORTATION,8549,GRAINGER,HARDWARE;MISC-ABRASIVE/BRACKET/CHAIN/HINGE/ROPE/TA,06/29/2010 07:00:00 AM +0000,$3673.27,600380001
